id_text_a,text_a,kw_text_a,id_text_b,text_b,kw_text_b,label
1305,"雨季期間，請注意香蕉黑星病及葉斑病病徵，加強防範措施，以確保香蕉品質及產量。香蕉所、防檢局及田邊好幫手關心您。
","['香蕉', '黑星病', '葉斑病']",1319,"請蕉農務必採行正確香蕉葉部病害防治工作，俾確保蕉株良好發育、蕉果品質及產量。香蕉研究所、防檢局及田邊好幫手關心您。
",['香蕉'],like
1305,"雨季期間，請注意香蕉黑星病及葉斑病病徵，加強防範措施，以確保香蕉品質及產量。香蕉所、防檢局及田邊好幫手關心您。
","['香蕉', '黑星病', '葉斑病']",1206,"請宣導蕉農做好香蕉葉部病害防治工作，以提高香蕉品質及產量。
",['香蕉'],like
1305,"雨季期間，請注意香蕉黑星病及葉斑病病徵，加強防範措施，以確保香蕉品質及產量。香蕉所、防檢局及田邊好幫手關心您。
","['香蕉', '黑星病', '葉斑病']",1302,"香蕉所表示近日晴雨不定，適合香蕉黑星病及葉斑病等病害發生，防檢局籲請農友加強注意防範。
","['香蕉', '黑星病', '葉斑病']",like
1305,"雨季期間，請注意香蕉黑星病及葉斑病病徵，加強防範措施，以確保香蕉品質及產量。香蕉所、防檢局及田邊好幫手關心您。
","['香蕉', '黑星病', '葉斑病']",1298,"香蕉所表示近日溫差大露水多，香蕉黑星病及葉斑病易發生，防檢局籲請農友加強注意防範。
","['香蕉', '黑星病', '葉斑病']",like
1305,"雨季期間，請注意香蕉黑星病及葉斑病病徵，加強防範措施，以確保香蕉品質及產量。香蕉所、防檢局及田邊好幫手關心您。
","['香蕉', '黑星病', '葉斑病']",1290,"避免香蕉葉部病害影響抽穗後蕉果飽熟及外觀優良品質，香蕉所籲請蕉農注意抽穗期前蕉株葉部病害防治作業
",['香蕉'],like
1305,"雨季期間，請注意香蕉黑星病及葉斑病病徵，加強防範措施，以確保香蕉品質及產量。香蕉所、防檢局及田邊好幫手關心您。
","['香蕉', '黑星病', '葉斑病']",1339,"籲請蕉農注意香蕉葉部病害防治作業，以確保蕉株良好發育、蕉果品質及產量。香蕉研究所、防檢局及田邊好幫手關心您。
",['香蕉'],like
65,發布苗栗地區水稻螟蟲、飛蝨類及葉尾蟲蟲害防治警報，請轉知轄區農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。,"['水稻', '葉尾蟲', '飛蝨類', '螟蟲']",40,"苗栗農改場發佈水稻螟蟲及飛蝨類疫情警報，請加強防治措施，避免產量損失。
","['水稻', '飛蝨類', '螟蟲']",like
65,發布苗栗地區水稻螟蟲、飛蝨類及葉尾蟲蟲害防治警報，請轉知轄區農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。,"['水稻', '葉尾蟲', '飛蝨類', '螟蟲']",471,氣候高溫乾燥苗栗區農改場呼籲農友加強防治葉尾蟲,['葉尾蟲'],like
65,發布苗栗地區水稻螟蟲、飛蝨類及葉尾蟲蟲害防治警報，請轉知轄區農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。,"['水稻', '葉尾蟲', '飛蝨類', '螟蟲']",34,苗栗場發佈水稻螟蟲、瘤野螟及水稻飛蝨類(白背飛蝨、穗苔、褐飛蝨)蟲害防治警報，請農友加強防治。,"['水稻', '白背飛蝨', '穗苔', '飛蝨類', '螟蟲']",like
870,"推動果實蠅共同防治，雄蟲全面自投羅網
",['果實蠅'],961,"果實蠅已進入發生高峰期，請果農立即加強防治
",['果實蠅'],like
1074,氣候溫暖且不穩定，臺南區農業改良場籲加強注意稻瘟的發生。臺南區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],1067,氣候變化大，臺南區農業改良場籲注意稻瘟發生。臺南區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],like
797,"氣候多變日夜溫差大極適合作物露菌病發生，臺南區農改場提醒農友注意防治
",['露菌病'],767,"入冬作物易發生露菌病，台南農改場提醒農友注意防治
",['露菌病'],like
797,"氣候多變日夜溫差大極適合作物露菌病發生，臺南區農改場提醒農友注意防治
",['露菌病'],776,氣候多變　慎防蔬菜露菌病及番茄黑骨來襲，台南區農業改良場籲注意防治以減少損失,"['番茄', '蔬菜', '黑骨', '露菌病']",like
646,連日豪雨或雷雨，台南農改場籲請農友做好水稻臭腳銅及白葉枯病防治工作 ,"[' ', ' ', ' ', '水稻', '白葉枯病', '臭腳銅']",986,"苗栗區農業改良場發佈水稻白葉枯病警報
","['水稻', '白葉枯病']",like
646,連日豪雨或雷雨，台南農改場籲請農友做好水稻臭腳銅及白葉枯病防治工作 ,"[' ', ' ', ' ', '水稻', '白葉枯病', '臭腳銅']",691,"颱風過後連續下雨台南區農改場籲請農友做好水稻白葉枯病防治工作
","['水稻', '白葉枯病']",like
646,連日豪雨或雷雨，台南農改場籲請農友做好水稻臭腳銅及白葉枯病防治工作 ,"[' ', ' ', ' ', '水稻', '白葉枯病', '臭腳銅']",476,"水稻白葉枯病警報
","['水稻', '白葉枯病']",like
646,連日豪雨或雷雨，台南農改場籲請農友做好水稻臭腳銅及白葉枯病防治工作 ,"[' ', ' ', ' ', '水稻', '白葉枯病', '臭腳銅']",835,"花蓮區作物病蟲害疫情警報第4號
",[],like
646,連日豪雨或雷雨，台南農改場籲請農友做好水稻臭腳銅及白葉枯病防治工作 ,"[' ', ' ', ' ', '水稻', '白葉枯病', '臭腳銅']",816,"近日宜蘭防疫所監測縣內水稻田區，發現白葉枯病已現，籲請農民加強防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
646,連日豪雨或雷雨，台南農改場籲請農友做好水稻臭腳銅及白葉枯病防治工作 ,"[' ', ' ', ' ', '水稻', '白葉枯病', '臭腳銅']",1119,台中區農業改良場籲請農民掌握時機，防治水稻穗稻瘟及白葉枯病,"['水稻', '白葉枯病', '稻瘟']",like
646,連日豪雨或雷雨，台南農改場籲請農友做好水稻臭腳銅及白葉枯病防治工作 ,"[' ', ' ', ' ', '水稻', '白葉枯病', '臭腳銅']",911,"發佈水稻白葉枯病疫情警報
","['水稻', '白葉枯病']",like
646,連日豪雨或雷雨，台南農改場籲請農友做好水稻臭腳銅及白葉枯病防治工作 ,"[' ', ' ', ' ', '水稻', '白葉枯病', '臭腳銅']",562,"請注意防治白葉枯病  確保水稻產量與品質
","[' ', ' ', ' ', '水稻', '白葉枯病']",like
646,連日豪雨或雷雨，台南農改場籲請農友做好水稻臭腳銅及白葉枯病防治工作 ,"[' ', ' ', ' ', '水稻', '白葉枯病', '臭腳銅']",628,正值水稻分蘗期，台南場請農友注意水稻臭腳銅防治工作,"['水稻', '臭腳銅']",like
646,連日豪雨或雷雨，台南農改場籲請農友做好水稻臭腳銅及白葉枯病防治工作 ,"[' ', ' ', ' ', '水稻', '白葉枯病', '臭腳銅']",616,水稻分蘗盛期籲請農友做好水稻臭腳銅及白葉枯病防治工作,"['水稻', '白葉枯病', '臭腳銅']",like
456,花蓮地區水稻葉尾蟲開始發生     請加強防治,"[' ', ' ', ' ', '水稻', '葉尾蟲']",471,氣候高溫乾燥苗栗區農改場呼籲農友加強防治葉尾蟲,['葉尾蟲'],like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",986,"苗栗區農業改良場發佈水稻白葉枯病警報
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",54,"苗栗地區發布水稻飛蝨類蟲害防治警報，籲請農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。
","['水稻', '飛蝨類']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",691,"颱風過後連續下雨台南區農改場籲請農友做好水稻白葉枯病防治工作
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",476,"水稻白葉枯病警報
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",375,"水稻白葉枯病發生風險提高，請注意田間病徵，及早加強防範措施，避免產量損失。台南農改場、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",121,"高雄場表示近日連續午後降雨，籲請農友注意防範水稻病蟲害
",['水稻'],like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",49,"苗栗地區發布水稻白葉枯病防治警報，籲請農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",759,"連日大雨，台南區農改場籲加強水稻白葉枯病防治
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",816,"近日宜蘭防疫所監測縣內水稻田區，發現白葉枯病已現，籲請農民加強防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",790,"颱風過後，台南農改場籲加強水稻白葉枯病防治
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",163,"降雨頻繁，高雄場籲請農友加強水稻白葉枯病防範。高雄區農改場、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",911,"發佈水稻白葉枯病疫情警報
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",562,"請注意防治白葉枯病  確保水稻產量與品質
","[' ', ' ', ' ', '水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",129,"連日豪雨水稻白葉枯病易發生，請農友加強注意病徵，及時防範，避免損失。高雄農改場、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",46,"發布水稻白葉枯病及飛蝨類蟲害防治預警。苗栗區農改場、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病', '飛蝨類']",like
27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
","['水稻', '白葉枯病', '飛蝨類']",95,"發布本(104)年度第二期作水稻白葉枯病發生預報。桃園區農改場、防檢局及田邊好幫手關心您。
","['水稻', '桃', '白葉枯病']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",924,"二期作水稻已陸續完成插秧，請留意防治水稻水象鼻蟲
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",1049,發佈水稻螟蟲(鑽心蟲蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",1054,苗栗地區發布水稻水象鼻蟲及螟蟲(鑽心蟲蟲、三化螟蟲)蟲害防治警報，苗栗區農改場、防檢局及田邊好幫手關心您。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",55,"苗栗地區發布水稻水象鼻蟲防治警報，籲請農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",906,"發佈水稻水象鼻蟲疫情警報
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",805,"發佈水稻水象鼻蟲防治警報，苗栗場籲請農友參考警報內容注意防治。
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",838,"花蓮區作物病蟲害疫情警報第1號 
","[' ', ' ', ' ']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",858,"水稻水象鼻蟲蠢蠢欲動，注意防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",480,"苗栗地區一期水稻栽培插秧期，請農民加強防治水稻水象鼻蟲
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",556,"水稻插秧季節請留意水稻水象鼻蟲為害及防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
1159,冷氣團將至，高雄場籲請農友注意防範番茄黑骨。高雄區農改場、防檢局及田邊好幫手關心您。,"['番茄', '黑骨']",131,近日天氣轉濕冷，請農友注意防範番茄黑骨發生。高雄農改場、防檢局及田邊好幫手關心您。,"['番茄', '黑骨']",like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1274,"香蕉所籲請轄區蕉農加強香蕉葉部病害防治作業，俾確保香蕉良好之品質及產量。
",['香蕉'],like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1199,"請宣導蕉農繼續做好香蕉葉部病害(黑星病、葉斑病等) 防治工作，以確保香蕉產量、品質，請查照。
","[' ', ' ', ' ', '香蕉', '黑星病', '葉斑病']",like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1276,"香蕉所籲請轄區蕉農繼續加強注意香蕉葉部黑星病防治作業，俾確保蕉株良好發育、蕉果品質及產量
","['香蕉', '黑星病']",like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1187,"發佈95／96年期各蕉區葉部病害第 1 次防治情報
","[' ', ' ', ' ']",like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1250,"請宣導蕉農注意雨季期間香蕉葉部病害防治工作，俾確保日後香蕉良好之品質及產量。
",['香蕉'],like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1340,"近來氣候有利香蕉葉部病菌感染及漫延，請進入抽穗期蕉園，掌握時機做好防範工作，以免影響產量及品質。香蕉研究所、防檢局及田邊好幫手關心您。
",['香蕉'],like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1243,"請宣導蕉農加強香蕉黑星病防治作業，以確保香蕉良好之品質及產量。
","['香蕉', '黑星病']",like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1302,"香蕉所表示近日晴雨不定，適合香蕉黑星病及葉斑病等病害發生，防檢局籲請農友加強注意防範。
","['香蕉', '黑星病', '葉斑病']",like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1207,"請宣導蕉農持續做好香蕉黑星病及葉斑病等葉部病害防治工作，以確保香蕉正常產量及品質
","['香蕉', '黑星病', '葉斑病']",like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1236,"請宣導蕉農做好香蕉黑星病及葉斑病等葉部病害防治工作，確保香蕉品質、產量
","['香蕉', '黑星病', '葉斑病']",like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1298,"香蕉所表示近日溫差大露水多，香蕉黑星病及葉斑病易發生，防檢局籲請農友加強注意防範。
","['香蕉', '黑星病', '葉斑病']",like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1290,"避免香蕉葉部病害影響抽穗後蕉果飽熟及外觀優良品質，香蕉所籲請蕉農注意抽穗期前蕉株葉部病害防治作業
",['香蕉'],like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1198,"近來天氣高溫多濕，香蕉黑星病及葉斑病易於發生擴散，請宣導蕉農繼續做好香蕉葉部病害防治工作，確保香蕉品質。
","['香蕉', '黑星病', '葉斑病']",like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1339,"籲請蕉農注意香蕉葉部病害防治作業，以確保蕉株良好發育、蕉果品質及產量。香蕉研究所、防檢局及田邊好幫手關心您。
",['香蕉'],like
1194,"發佈95/96年期香蕉葉部病害第 9 次防治情報，請宣導蕉農採行。
","[' ', ' ', ' ', '香蕉']",1350,"為避免香蕉葉部病害影響抽穗後蕉果飽熟及外觀品質，籲請蕉農加強香蕉葉部病害防治作業。香蕉研究所、防檢局及田邊好幫手關心您。
",['香蕉'],like
26,發佈荔椿防治警報，請轉知農友及民眾注意防治。,['荔椿'],37,荔椿開始出沒危害，請及時加強防治措施，避免果品及產量受損。,['荔椿'],like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",326,水稻葉稻瘟已現蹤，臺南區農改場籲請慎防水稻葉稻瘟,"['水稻', '稻瘟']",like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",676,一期稻作進入分蘗期，請農友注意葉稻熱病及鑽心蟲蟲的發生與防治,"['葉稻熱病', '鑽心蟲']",like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",[],like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",612,新聞稿─加強水稻葉稻瘟防治,"['水稻', '稻瘟']",like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",774,氣候多變溫差大，臺南場籲請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",1127,中部地區一期稻作葉稻瘟發生警報,['稻瘟'],like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",1369,請農友注意稻瘟防治工作,['稻瘟'],like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",365,臺南農改場表示田間已零星出現葉稻瘟病徵，防檢局籲請農友多加注意，並於發生初期及早加強防治。,['稻瘟'],like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",656,一期稻作進入分蘗期，台南場籲請農友注意葉稻熱病及鑽心蟲蟲的發生與防治,"['葉稻熱病', '鑽心蟲']",like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",235,水稻葉片已出現葉稻瘟初期病斑，籲請農民及時防治。臺中區農改場、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
1126,氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻瘟,"['水稻', '稻瘟']",242,近期氣候劇烈變化，復以間歇性降雨，籲請農友防治水稻葉稻瘟。臺中區農改場、防檢局及田間好幫手關心您。,"['水稻', '稻瘟']",like
411,清明時節氣候不穩定，為稻瘟發生適期，臺南區農改場提醒農友注意防治。臺南區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],382,水稻葉稻瘟疫情悄悄升溫中，籲請農友加強防治。臺南區農改場、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
411,清明時節氣候不穩定，為稻瘟發生適期，臺南區農改場提醒農友注意防治。臺南區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],383,水稻抽穗前，籲請農友加強田間稻瘟防治。臺南區農改場、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
411,清明時節氣候不穩定，為稻瘟發生適期，臺南區農改場提醒農友注意防治。臺南區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],380,氣候變化大，籲請農友注意防範水稻稻瘟。臺南區農改場、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
330,荔枝、龍眼正值小果期，臺南農改場提醒農友加強蒂蛀蟲之防治工作,"['荔枝', '龍眼', '蒂蛀蟲']",199,荔枝正值小果期，臺中區農改場籲請農民加強蒂蛀蟲之防治工作,"['荔枝', '蒂蛀蟲']",like
493,苗栗農改場發布水稻葉稻瘟防治警報，提醒農友進行防治,"['水稻', '稻瘟']",59,發布苗栗地區水稻葉稻瘟警報，請農友即時防治。苗栗區農改場、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
493,苗栗農改場發布水稻葉稻瘟防治警報，提醒農友進行防治,"['水稻', '稻瘟']",475,水稻葉稻瘟,"['水稻', '稻瘟']",like
1166,落果清一清，蜂仔不再叮，把握防治重點，減少蜂仔危害。高雄區農改場、防檢局及田邊好幫手關心您。,['蜂仔'],961,"果實蠅已進入發生高峰期，請果農立即加強防治
",['果實蠅'],like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",296,連續多日有雨籲請農友加強防治稻熱病及臭腳銅。臺東農改場、防檢局及田邊好幫手關心您。,['臭腳銅'],like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",1023,嘉義市已發現水稻稻瘟發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您,"['水稻', '稻瘟']",like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",891,"花蓮、宜蘭地區作物病蟲害疫情警報第2號
",[],like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",289,連日降雨且溫差大濕度高，請農友加強防範穗稻瘟，避免產量損失。,['稻瘟'],like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",817,本所近日監測縣內水稻田區，發現已有零星穗稻瘟發生，籲請提醒轄內農民加強穗稻瘟防範工作，宜蘭縣政府、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",1010,提早入梅，請加強防範水稻稻瘟發生,"['水稻', '梅', '稻瘟']",like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",809,縣內已有零星稻瘟發生，籲請農友加強稻瘟防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。,['稻瘟'],like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",988,雨後適合稻瘟發生，請持續進行監測並指導農民防治,['稻瘟'],like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",1000,新聞稿-稻瘟進入好發季節，防檢局籲請農友加強防範,['稻瘟'],like
188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",1041,籲請農友注意防治穗稻瘟。臺南市政府、防檢局及田邊好幫手關心您。,['稻瘟'],like
661,"柑桔窄胸天牛即將進入羽化期 台南場籲請農友加強防治、以降低其危害
","[' ', ' ', ' ', '柑桔']",733,"柑桔窄胸天牛即將進入羽化期，台南農改場籲注意防治
",['柑桔'],like
661,"柑桔窄胸天牛即將進入羽化期 台南場籲請農友加強防治、以降低其危害
","[' ', ' ', ' ', '柑桔']",684,"柑桔窄胸天牛即將進入羽化期,請農友注意防治
",['柑桔'],like
661,"柑桔窄胸天牛即將進入羽化期 台南場籲請農友加強防治、以降低其危害
","[' ', ' ', ' ', '柑桔']",709,"柑桔窄胸天牛即將進入羽化期，台南農改場籲注意防治
",['柑桔'],like
